"","text","page","language","url","title"
"16","ואחשבה לדעת לפי פשוטן של דברים, כי הא דדריש כף אחת על לוחות התורה, היינו כמו שכתוב בתקונים תקון נ""ו דף צ""א ע""א, יו""ד דאיהי כף היד, יעויין שם, והרי מידע ידיע מה שכתוב בזוהר הקדוש ובתקונים בדוכתי טובא דיו""ד איהי בחינת חכמה, ולכן שפיר בא הרמז כף אחת שהם לוחות התורה שנכתבו מיד הקדוש ברוך הוא, כיון דכף היד הוא בחינת יו""ד ויו""ד בחינת חכמה והם ישו""ה וישו""י. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"17","ונוכל לומר דרך רמז בתיבת כף לפי דברי המדרש עצמו, והוא דבשבע יתירות קא דריש על שבעת ימי בראשית, ולפי קוצר עניות דעתי יצדק נמי לומר דבא הרמז על שבע מצוות דרבנן, ויבא על נכון מאי דסמיך למדרש בתר הכי, בקר שנים על תורה שבכתב ותורה שבעל פה המקרא והמשנה, דמאחר דבא הרמז בעשרת הדברות תרי""ג מצוות דאורייתא ושבע דרבנן, אתי שפיר בקר שנים על תורה שבכתב ותורה שבעל פה דהם בכלל השבע מצוות דרבנן, ולפי זה דבכף רמוז שתי תורות מה טוב דראשי תיבות כ""ף כ'תב פ'ה, הרי כאן כלול תורה שבכתב ותורה שבעל פה, פש גבן להבין מה שאמר אחרי זה בעל המאמר, שכל מי שמבקר וזובח יצרו ועושה ככל הכתוב בהם, וצריך לדעת מהו הכונה באומרו שכל מי שמבקר, דאם הוא לשון בוקר כמו חדשים לבקרים וכיוצא, איך תלוי זה עם זובח את יצרו, ועוד במה שאמר ועושה ככל הכתוב בהם הוא עושה שני שלומות, ואנחנו לא נדע איך יהיה זוכה על ידי זה לעשות שתי שלומות ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"18","אלא יתכן לפרש על פי מה שאמרו רבותינו זכרונם לברכה הבא להורגך השכם להורגו, ופירשו המפרשים ז""ל שהוא על היצר הרע הבא להורגך השכם להורגו, רוצה לומר השכם בבקר, ובהשכמה בבוקר לעסוק בתורה זוכה להרוג ליצר הרע, כמו שכתב הרב הגדול ברכי יוסף באורח חיים סי' א' משם מורו זקנו הרב מהר""א אזולאי בהגהותיו על הלבוש בכ""י יעויין שם, וכן כתב בס' מעבר יבק בשפתי רננות מאמר ג' פכ""ט דף קי""א ע""ב יעויין שם, והרב דבש לפי מערכה ה' אות י""ג בשם גורי האריז""ל יעויין שם. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"19","והן הם הדברים הנאמרים בהקדמת התיקונים דף ד' ע""ב וזה לשונו, והאי איהו דאוקמוהו מארי מתניתין כל הקורא קריאת שמע כאילו אוחז חרב פיפיות בידו, והא אוקמוה על מטתו להגן על המזיקין אבל בקריאת שמע דצלותא, אדון המזיקין קשור לית ליה רשותא למברח, וזכאה איהו מאן דשחיט ליה בההוא זמנא לקיים בא להורגך השכם להורגו בצלותא דאתמר בה וישכם אברהם בבקר, יעויין שם. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"20","וכן אמרו עוד שם דף י""א ע""א, ומיד דאיהו תפיס ביה יצר הרע דאיהו שופך דמים נטיל בר נש חרבא דאיתמר בה רוממות אל בגרונם דאיהו יו""ד רישא דחרבא, וי""ו גופא דחרבא, ה""ה תרי פיפיות דילה ושחיט ליה, ובגיניה אתמר הבא להורגך השכם להורגו בצלותא דאתמר בה וישכם אברהם בבקר, ועוד קריאת שמע איהו רומח כלילא משית תיבין דיחודא ומרמ""ח תיבין עם ה' אלהיכם אמת, עד כאן, הרי לך בפירוש כדברי הרבנים הנזכרים לעיל, כי הכח שיש בלימוד תורה וקריאת שמע להרוג ליצר הרע הוא בהיותו משכים הולך לקום בהשכמת הבקר, ובזה הבא להורגך שהוא היצר הרע, השכם בבקר ועל ידי זה אתה הורגו, והגם כי מצינו דסגולת התורה כדי לבטל את היצר הרע הלא היא בכל עת ובכל זמן, כמו שאמרו בפ""ק דברכות דף ה' ובפ""ק דקדושין דף ל""א ע""ב, מכל מקום יותר היא מסוגלת כשהוא ממשכימי בבקר, וכדברי הטור ומרן בריש אורח חיים. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"21","ונראה לפי עניות דעתי לתת טעם נכון איך התורה כופה היצר הרע והורג אותו, והוא דכיון דאמרו בהקדמת התיקונים, יו""ד רישא דחרבא וי""ו גופא ה""ה שתי פיפיות, אם כן הרי ידוע מה שאמרו רבותינו זכרונם לברכה, כי כל התורה שמותיו של הקדוש ברוך הוא, וביחוד אמרו בזוהר הקדוש בכמה מקומות דהוא שם הוי""ה ברוך הוא, ומאחר שכן בדין הוא דהתורה יעשה לו סגולה להרוג ליצר הרע בהיות שהיא בחינת שם הוי""ה ברוך הוא ואית בה חרב פיפיות כאמור, גם ידוע כי סגולת התורה דהורג ליצר הרע הוא דוקא בתורה לשמה, הא לאו הכי דיש לו פניה אין בה כח להרוג ליצר הרע כמו שכתב הרב נזר הקודש פס""ה סי' ה' והרב נחל קדומים ס' בראשית, ובקונטרסי נפש חיים מערכה י' אות ע""ג יעויין שם, ועיקר תורה לשמה הוא כשלומד על מנת לקיים כמו שאמרו ביומא דף ע""ב ע""ב על פסוק זר זהב סביב, זכה נעשה לו זר, לא זכה נעשה לו זרה הימנה, ופירש רש""י זכה ללמוד תורה לשמה ולקיימה ונעשה לו סם חיים, לא זכה נעשה לו זרה הימנה שמשתכחת הימנו ונעשה לו סם המות, יע""ש. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"22","עוד נקדים מה שאמרו בסנהדרין פרק חלק דף צ""ט על פסוק או יחזק במעוזי יעשה שלום לי שלום יעשה לי, כל העוסק בתורה לשמה משים שלום בפמלייא של מעלה ולמטה שנאמר או יחזק במעוזי יעשה שלום לי שלום יעשה לי, יעויין שם, אם כן זהו כונת המאמר ולזבח השלמים בקר שנים שתי תורות, תורה שבכתב ותורה שבעל פה המקרא והמשנה, שכל מי שמבקר וזובח יצרו, דהיינו שמבקר להיות מתגבר כארי לעמוד בבקר, דבזה שהוא משכים בבקר השכם היא סגולה לזבוח יצרו ולהורגו, כמו שאמרו רבותינו זכרונם לברכה הבא להורגך שהוא היצר הרע השכם להורגו וכדברי התיקונים. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"23","ולהיות כי השכמה בבקר בלתי למוד תורה לא מהני, לזה אמר דכיון שיש לו שתי תורות מקרא ומשנה, והוא מבקר לקום בבקר - זובח את יצרו, כי סגולת השכמה בבקר להרוג את היצר הרע הוא על ידי לימוד תורה מקרא ומשנה, להיות כי צריך תנאי אחר, כי הא דהעוסק בתורה יש לו כח להרוג ליצר הרע הוא דוקא בעוסק בתורה לשמה שלומד ומקיים כדאיתא במס' יומא, לזה אמר ועושה ככל הכתוב בהם דהיינו שמקיים מה שכתוב בתורה כי זהו תורה לשמה שיש בידו כח להרוג ליצר הרע וכמו שכתב נזר הקודש והרב נחל קדומים וכמו שכתבנו לעיל, ובזה שזכה ללמוד תורה לשמה לאשר ולקיים ככל הכתוב בהם שזהו הוי תורה לשמה, הנה הוא זוכה שעושה שני שלומות, שלום למעלה ושלום למטה שנאמר או יחזק במעוזי יעשה שלום לי שלום יעשה לי, כי כן אמרו בגמרא פרק חלק על פסוק זה בעצמו, כי העוסק בתורה לשמה משים שלום בפמלייא של מעלה ולמטה מהאי קרא גופיה, והוא ברור. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"24","ובזה נראה לפרש לפום עניותין מה שאמרו בספר יצירה פרק ד' וזה לשונו, בבא ד' המליך אות כף בחיים וקשר לו כתר וצרפן זה בזה וצר בהם נוגה בעולם יום רביעי בשנה כו', והוא על פי האמור, כי כבר ביארנו כי כף נקראת התורה והרי היא בחינת יו""ד שהיא בחינת חכמה כדאיתא בתיקונים, ובזה הרי היא נקראת כף החיים, כי ידוע הוא כי החכמה היא הנמשכת ממנה החיים בסוד והחכמה תחיה בעליה, וכדתניא בפרק ו' דאבות, גדולה תורה שהיא נותנת חיים לעושיה בעולם הזה ובעולם הבא, ועוד מעלה אחרת יש בתורה כי זוכה לברר ניצוצות הקדושה מתוך הקליפות, וכמו שמצינו בקליפת נוגה שהיא מבררת מהסטרא אחרא לקדושה כדפירשו המקובלים ז""ל בכוונת הכתוב ואורח צדיקים כאור נוגה, וזהו כונת הכתוב בחבקוק סימן ג', ונוגה כאור תהיה, שבא לרמוז כי כמו שהתורה הנקראת אור כדברי רבותינו זכרונם לברכה על פסוק כי נר מצוה ותורה אור, התורה מבררת ניצוצות הקדושה כמו כן היא קליפת נוגה ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"25","עוד נקדים מה שאמרו רבותינו זכרונם לברכה, כי המאורות שנבראו ביום הרביעי הם מאירים על ידי זכות התורה שנקראת אור, וכמו שאמרו בגמרא לא אברי סיהרא אלא לגירסא, אם כן זהו כונת המאמר דספר יצירה, בבבא ד' המליך אות כף בחיים, שאות כף הרומזת לתורה היא כף החיים שזוכה על ידי כף שהיא בחינת חכמה לחיים בסוד והחכמה תחיה בעליה, וצר בהם נוגה בעולם שהיא מבררת ניצוצות הקדושה, כמו כן היא התורה יום רביעי בשנה שהוא רמז ליום רביעי שנבראו בהם המאורות שהוא בזכות התורה, וזהו כוונת הכתוב בישעיה סימן ס""א, והיית עטרת תפארת ביד ה' וצניף מלוכה בכף אלהיך, ונקדים עוד מה שאמר רבינו האר""י ז""ל, בכונת הכתוב והיה מעשה הצדקה שלום, כי בנתינת הצדקה מייחד שם הוי""ה, דהיינו הפרוטה יו""ד, ה""א חמש אצבעות הנותן, וי""ו הוא הזרוע, ה""א אחרונה היא יד העני או הגזבר, יעויין שם, וזה יהיה כוונת מה שאמרו במדרש סדר אמור פרק כ""ו סימן ח', מי מעמיד עליונים ותחתונים צדקה שעושין ביד. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"26","ונקדים עוד מה שאמרו המקובלים ז""ל בכוונת הכתוב ישמחו השמים ותגל הארץ, כי על ידי שם הוי""ה ברוך הוא מתקיימים שמים וארץ, ולכן בא בראשי תיבות שם הוי""ה לרמוז לזה, ואם כן אף אנן נמי נימא דזהו כונת המאמר, מי מעמיד עליונים ותחתונים שיהיה להם קיום דהיינו שמים וארץ וכל צבאם, לזה אמר צדקה שעושין ביד, דכיון דעושין צדקה ביד מיחדים שם הוי""ה ברוך הוא כמו שאמר רבינו האר""י, וממילא רווחא דמתקיימים שמים וארץ, דקיומן הוא על ידי שם הוי""ה ברוך הוא. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"27","עוד נקדים מה שאמרו בירושלמי ריש פרק ז' דפיאה, רבי חגי כד הוה מקיים פרנסים הוה מטעין לון אורייתא, לומר שכל שררה שניתנה, מתורה ניתנה שנאמר בי מלכים ימלוכו בי שרים ישורו, יעויין שם, והשתא ולך תעלה כונת הכתוב והיית עטרת תפארת, דהיינו עטרת תפארת שיבה שתהיה זוכה לזקנה, וכדי להשיג זה בדרך צדקה תמצא, והוא בזכות ביד ה', רוצה לומר בזכות הצדקה שעושין ביד דעל ידי היד מייחד שם הוי""ה ברוך הוא כמו שאמר האר""י ז""ל, וצניף מלוכה דהיינו לזכות למלכות, זהו תלוי בכף אלהיך שהיא התורה שנקראת כפו יתברך כדברי רבותינו זכרונם לברכה שזכרנו שדרשו כף אחת על התורה שניתנה מכף ידו של הקדוש ברוך הוא, וכבר ביארנו משם הירושלמי כי כדי לזכות למלוכה הוא על ידי התורה שנאמר בי מלכים ימלוכו, והיינו דקאמר וצניף מלוכה בכף אלהיך, שהמלכות תלוי בתורה שהיא כף אלהיך וכמו שנתבאר. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"28","זאת היתה לי והנה תסובינה, ראה קראתי בשם כף החיים, טועמי'ה חיים ראה ויספרה, טעם כעיקר דאורייתא ריש תור""ה, כי הקונטרס קטן הלזה הנה הוא ללמד לאדם חכמה ומוסר, וללמוד בתורה לשמה ולעשות רצון אבינו שבשמים, ויען התורה נקראת כף כדכתיב כף אחת כאמור, ועיקר הלימוד בתורה הוא על מנת לקיים המצוות, דעל ידי זה נקראת לשמה, כדאמרינן בגמרא זכה ללמוד לשמה על מנת לקיים נעשה לו סם חיים, ובעבור כן הוא דנקראת התורה כף החיים, אם כן שייך לקרוא לדת'ן כף החיים, דמדובר בו על קיום המצוות ולימוד בתורה לשמה, ותוכו רצוף דבדיק בשמא, תפוס לשון בתופס""ם בך בכ'ף כלישנא דספר יצירה שזכרנו, דהמליך אות כף בחיים. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"29","ואי בעית אימא ותבחר לשון ערומים, דשנו חכמים בלשון המדרש והביא דבריהם רבינו מוהרח""ו הקדוש זיע""א בס' לב דוד פ""א דף ב' ע""ב על פסוק ראה נתתי לפניך את החיים כו' ובחרת בחיים, דנתן הקדוש ברוך הוא לפני האדם יצר הטוב ויצר הרע דהם שתי כפות המשקל, ונתן הבחירה בידו להכריע או כף החיים או כף המות, ונתן העצה שיבחר בטוב שהוא כף החיים כאשר יעויין שם, וכיון דקונטרס הלזה ה""ן נסד'ר להורות את בני ישראל את הדרך ילכו בה ואת המעשה אשר יעשון, נאה ויאה בשם יקרא כף החיים, דהיינו ובחרת בחיים על ידי שתשמור לעשות ככל הכתוב בו. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"30","ועוד אימא לך כטע""ם לצ'ד, והוא כי יסדתיו אף עשיתיו קטן הכמות כדי שישאהו האדם בכפו בכל מקום שהולך, והיתה עמו וקרא בו כל ימי חייו למען ילמד ליראה את ה' אלהיו ולשמור את כל מצוותיו דכל יומא ויומא זמניה הוא להגות בו, ול'ו כל העתים שוות בשבתך בביתך ובלכתך בדרך ובשכבך ובקומך, וכי תעבור במים אתך אני שאהו בחיקך, והתיצבו וראו תורה שלימה שלנו דהגדיל ה' לעשות עמנו, ארוכה מארץ מדה ורחבה מני ים לית לה שיעורא, ערוכה בכל ושמורה, כי אחר כמה מחברים מלאים זיו ומפיקים נוגה חידושי דינים לאלפים ורבבות איש איש ממלאכתו, עם כל זה מקום הניחו לי אבותי והשאירו עוללות, ובכן גם הבאים אחרינו יאזרו חיל לקב'ץ קבוצי'ם לעשות כמו כן לזכות את הרבים, וישישו כי ימצאו כמה וכמה עד אין מספר ויגדיל תורה ויאדיר. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
"31","ומכאן מודעא רבה לאורייתא דאין אני מביא אתכם שמה כחא דהתירא, אומר מותר במלתא דלא פגע באיסורא, זולת היכא דהוא קולא דאתי לידי חומרא, וכמו כן בדבר דצריך שאלת חכם היכי לידיינו דייני ומפרסמא מלתא, והסירותי את כפ'י ומשכתי את ידי, יען דאיתיה בתקנתא דילך אצל חכם ויגיד לו, שאל אביך ויגדך זקניך ויאמרו לך, ואף גם זאת בהיותם באר""ש החיים בקונטרסים אחרים שכבר נדפסו, ידי אוחזת ואשמרה לפי מלהזכירם פה עמנו, אם לא שהדבר הווה ורגיל הרבה ואדם דש בעקביו או אגב גררא אני מביאם כעין הפרט, ואל יקשה בעיניך דאין אני מעתיק לשון מרן ומור""ם בשלחן ערוך כי לקצר אני צריך ומדבר על הידוע, וכיון שהזכרתי המחברים הנצבים עליהם בכלל מאתים מנה, ועוד דבכמה מקומות הוא מחלוקת בין מרן ומור""ם, וכדי להכריע ביניהם אני מזכיר להאחרונים כמאן עבדינן עובדא הלכה למעשה, ולפעמים משכחת לה דכיון דאותו הדין למדתי אותו מתוך ספר אחד, אם כן אותו הספר זכה בזה דממנו ניקח הדין ההוא לאומרו משמו, ועי' בסוף ספר הנחמד פרי העץ. ",1,"he.m","https://he.m.wikisource.org/wiki/%D7%9B%D7%A3_%D7%94%D7%97%D7%99%D7%99%D7%9D_(%D7%A4%D7%90%D7%9C%D7%90%D7%92%27%D7%99)/%D7%A4%D7%AA%D7%99%D7%97%D7%AA_%D7%94%D7%A1%D7%A4%D7%A8","כף החיים (פאלאג'י)"
